,smiles,pH,logD
2413,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(C)C=C2)C1)C(C)(C)C,7.4,2.05
2414,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(C=C2)C(F)(F)F)C1)C(C)(C)C,7.4,2.85
2415,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(C=C2)[N+]([O-])=O)C1)C(C)(C)C,7.4,1.54
2416,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(F)C=C2)C1)C(C)(C)C,7.4,3.12
2417,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(O)C=C2)C1)C(C)(C)C,7.4,0.77
2418,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=C(OC)C=C2)C1)C(C)(C)C,7.4,1.45
2419,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=CC(OC)=C2)C1)C(C)(C)C,7.4,1.47
2420,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=CC=C2)C1)C(C)(C)C,7.4,1.46
2421,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=CC=C2OC)C1)C(C)(C)C,7.4,1.61
2422,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCC2=CC=CC=N2)C1)C(C)(C)C,7.4,-0.55
2423,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)CC(C)C,7.4,1.82
2424,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,7.4,-0.77
2425,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,7.4,-1.15
2426,CN[C@H]1CCN(C1)C(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C(C)N2C(C)C)C=C1,7.4,1.22
2427,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,7.4,3.15
2428,CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,7.4,0.27
2429,CN\C(NCCSCC1=C(C)NC=N1)=N/C#N,7.4,-0.03
2430,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,7.4,-0.515
2431,CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O,6.8,-0.3
2432,CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O,7.4,0.06
2433,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,7.4,3.005
2434,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,7.4,3.2800000000000002
2435,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,7.4,3.59
2436,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC2=NON=C12)C(=O)OC(C)C,7.4,3.77
2437,COC(=O)C1=C(C)NC(C)=C1C(=O)C1=CC=CC=C1Cl,7.4,2.7
2438,COC(=O)C1=C(O)C=CC=C1OC\C=C\C1=CC=C(F)C(=C1)C1=CC(=NO1)C(O)=O,7.4,0.66
2439,COC(=O)C1=CC=C(C)C(NS(=O)(=O)C2=CC=C3N(C)SC(=O)C3=C2)=C1,7.4,2.6
2440,COC(=O)C1=CC=C(C=C1)C(C)N1NC(=O)C2=C(C1=O)C(=O)C1=CC=C(Cl)C=C1N2,7.4,1.3
2441,COC(=O)C1=CC=C(CC(=O)N(C)C2CCN(CCC(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,7.4,4.0
2442,COC(=O)C1=CC=C(CN2NC(=O)C3=C(C2=O)C(=O)C2=CC=C(Cl)C=C2N3)C=C1,7.4,1.17
2443,COC(=O)C1=CC=C(NC(=O)C2=CC(OC)=C(OC)C(OC)=C2)C=C1,7.4,3.2
2444,COC(=O)C1=CC=C2OCC(=O)N(CCN3CCC(CC3)NCC3=CC=C4OCC(=O)NC4=N3)C2=C1,7.4,0.83
2445,COC(=O)C1=CC=CC(CN2NC(=O)C3=C(C2=O)C(=O)C2=CC=C(Cl)C=C2N3)=C1,7.4,1.1
2446,COC(=O)C1=NC2=C(N[C@H](C)CO)N=C(SCC3=CC=CC(F)=C3F)N=C2NC1=O,7.4,2.49
2447,COC(=O)C1C2CCC(CC1OC(=O)C1=CC=CC=C1)N2C,7.4,1.06
2448,COC(=O)CCC(=O)NC1=CC=C2C(=O)C(=O)C3=CC=CC=C3C2=C1,7.4,2.72
2449,COC(=O)CCC(=O)NC1=CC=C2C3=CC=C(NC(=O)CCC(=O)OC)C=C3C(=O)C(=O)C2=C1,7.4,2.67
2450,COC(=O)CCCC(=O)NC1=CC=C2C(=O)C(=O)C3=CC=CC=C3C2=C1,7.4,2.96
2451,COC(=O)CCCCCCC(=O)NC1=CC=C2C(=O)C(=O)C3=CC=CC=C3C2=C1,7.4,2.6
2452,COC(=O)CCCCCCC(=O)NC1=CC=C2C3=CC=CC=C3C(=O)C(=O)C2=C1,7.4,2.9
2453,COC(=O)CCN1C=C(C2=CC(NC(C)=O)=CC=C12)C1=NC2=C(C=NN2C(NC2CC2)=C1)C#N,7.4,2.72
2454,COC(=O)COC1=CC=C(C=N1)C(=O)NC1=CC=C(F)C=C1,7.4,2.43
2455,COC(=O)COC1=CC=C(O)C=C1,7.4,0.92
2456,COC(=O)COC1=CC=C(OCCNCC(O)COC2=CC=CC=C2)C=C1,7.4,1.54
2457,COC(=O)N1CCN(C(CC(=O)NCC2=CC=C3OCOC3=C2)C1)C1=CC=NC(=N1)N1C=CN=C1,7.4,1.88
2458,COC(=O)N1CCN([C@@H](CN2CCCC2)C1)C(=O)CC1=CC=C(Cl)C(Cl)=C1,7.4,1.97
2459,COC(=O)N1CCN([C@H](CN2CCCC2)C1)C(=O)CC1=CC=C(Cl)C(Cl)=C1,7.4,2.05
2460,COC(=O)N1CCOC2=CC(COC3=CC=CC=C3)=CN=C12,7.4,2.5
2461,COC(=O)NC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)C1=CC=C(F)C=C1,7.4,1.82
2462,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,7.4,3.28
2463,COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CC=C1,7.4,2.9
2464,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl,7.4,3.69
2465,COC(=O)[C@@H]1C2CCC(C[C@@H]1C1=CC=C(I)C=C1)N2CCCF,7.4,2.3
2466,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)C1=CC=CC=C1)N2C,7.4,0.775
2467,COC(=O)[C@H](CC1=CC=C(C=C1)[N+]([O-])=O)NC(=O)C1=C2C=CC=CC2=CC=C1,7.4,3.58
2468,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=C4C=CC=C5)[C@@H]3C[C@H]12,7.4,1.65
2469,COC(CN1C(=O)NC2=C(C=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C2=O)C2=CC=CC=C2)C1=O)OC,7.4,1.56
2470,COC1(CCOCC1)C1=CC(F)=CC(OCC2=CC=C3N(C)C(=O)C=CC3=C2)=C1,7.4,3.52
2471,COC1(CCOCC1)C1=CC=C(NC(=O)C2=CC(=O)C3=CC(F)=CC(C4=C(C)N(C)N=C4C)=C3O2)C=N1,7.4,2.98
2472,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1,7.4,2.26
2473,COC1=C(C)C=NC(CN2C=NC3=C(Cl)N=C(N)N=C23)=C1C,7.4,1.67
2474,COC1=C(C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=C(F)C=C1F)N1CCN(C)CC1,7.4,2.18
2475,COC1=C(C=C2C(=C1)N=NC(C(N)=O)=C2NC1=CC(C)=CC=C1F)N1CCN(C)CC1,7.4,2.57
2476,COC1=C(C=C2C(=C1)N=NC(C(N)=O)=C2NC1=CC=C(C)C=C1F)N1CCN(C)CC1,7.4,2.36
2477,COC1=C(C=C2C(=C1)N=NC(C(N)=O)=C2NC1=CC=C(F)C=C1F)N1CCN(C)CC1,7.4,2.36
2478,COC1=C(C=C2C(NC3=CC=CC(Cl)=C3F)=C(N=NC2=C1)C(N)=O)N1CCN(C)CC1,7.4,2.35
2479,COC1=C(C=C2C=CC=CC2=C1C(=O)N(C)C[C@@H](CCN1CCC(CC1)C1=CC=C(O)C=C1[S+](C)[O-])C1=CC=C(Cl)C(Cl)=C1)C#N,7.4,3.5
2480,COC1=C(C=C2C=CC=CC2=C1C(=O)N(C)C[C@@H](CCN1CCC(CC1)N1CCCNC1=O)C1=CC=C(Cl)C(Cl)=C1)C#N,7.4,3.0
2481,COC1=C(C=C2C=NC(NC3=CC=C(C=C3)[C@@H](C)NC(C)=O)=NC2=C1)C1=CC=NC=C1,7.4,3.11
2482,COC1=C(C=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C=C3F)C2=C1)N1CCN(C)CC1,7.4,1.75
2483,COC1=C(C=C2N=CC3=C(N([C@H](C)C4=CC=CC=N4)C(=O)N3)C2=C1)C1=C(C)ON=C1C,7.4,3.15
2484,COC1=C(CN(C)C2(CCN(C)CC2)C(N)=O)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,2.16
2485,COC1=C(CN(C)[C@@H](C)C(N)=O)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,3.42
2486,COC1=C(CN(C)[C@H](C)C(N)=O)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,3.44
2487,COC1=C(CN2CCC[C@@H]2C(N)=O)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,3.58
2488,COC1=C(CN2CCC[C@H]2C(N)=O)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,3.58
2489,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,7.4,-0.82
2490,COC1=C(N2CCO[C@@H](CN(C)C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,7.4,-0.62
2491,COC1=C(N2C[C@@H]3CCCN[C@@H]3C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,7.4,-0.18
2492,COC1=C(N=C2NCCN2)C(Cl)=NC(C)=N1,6.8,0.4
2493,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,4.1
2494,COC1=C(NC2=CC=C(N=C2C)S(C)(=O)=O)N=CN=C1OC1CCN(CC1)C(=O)OC(C)C,7.4,2.4
2495,COC1=C(NCCN(C)C)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=C(F)C=C1F,7.4,1.91
2496,COC1=C(NCCN(C)C)C=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C=C3F)C2=C1,7.4,1.71
2497,COC1=C(NCCN(C)C)C=C2N=CC(C(N)=O)=C(NC3=CC=CC(Cl)=C3Cl)C2=C1,7.4,3.41
2498,COC1=C(NCCN2CCCCC2)C=C2C(NC3=CC=C(F)C=C3F)=C(C=NC2=C1)C(N)=O,7.4,2.52
2499,COC1=C(NCCN2CCOCC2)C=C2C(NC3=CC=C(F)C=C3F)=C(C=NC2=C1)C(N)=O,7.4,2.68
2500,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1,7.4,1.12
2501,COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1,7.4,0.86
2502,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,5.5,1.2
2503,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,6.5,1.9
2504,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,7.4,2.2833333333333337
2505,COC1=C(OC)C=C(CCN(C)CCC[C@](C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,7.4,2.51
2506,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC(C)=CC=C1F,7.4,3.16
2507,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC(F)=CC=C1F,7.4,2.9
2508,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=C(C)C=C1F,7.4,3.34
2509,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=C(F)C=C1,7.4,2.82
2510,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=C(F)C=C1F,7.4,2.95
2511,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC(Cl)=C1,7.4,3.5
2512,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC(Cl)=C1Cl,7.4,3.4
2513,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC(F)=C1F,7.4,2.82
2514,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC=C1C,7.4,3.4
2515,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC=C1Cl,7.4,2.89
2516,COC1=C(OC)C=C2C(=C1)N=CC(C(N)=O)=C2NC1=CC=CC=C1F,7.4,2.81
2517,COC1=C(OC)C=C2C(=C1)N=CN=C2N1CC[C@H](C1)OC1=CN=C2C=CC=CC2=N1,7.4,4.04
2518,COC1=C(OC)C=C2C(C)=NC(=CC2=C1)C1=CC=C(O)C=C1O,7.4,3.9
2519,COC1=C(OC)C=C2C(NC3=CC(NC(=O)C4=CC=CC(=C4)N(C)C)=CC=C3Cl)=NC=NC2=C1,7.4,4.26
2520,COC1=C(OC)C=C2C(NC3=CC(NC(=O)C4=CC=CC(=C4)N4CCOCC4)=CC=C3C)=NC=NC2=C1,7.4,3.6
2521,COC1=C(OC)C=C2C(NC3=CC=C(Cl)C(O)=C3)=NC=NC2=C1,7.4,3.3
2522,COC1=C(OC)C=C2C(NC3=CC=C(F)C(Cl)=C3)=C(C=NC2=C1)C(N)=O,7.4,3.22
2523,COC1=C(OC)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,3.67
2524,COC1=C(OC)C=C2C(NC3=CC=C(F)C=C3)=NC=NC2=C1,7.4,3.1
2525,COC1=C(OC)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(C)=C3)=NC=NC2=C1,7.4,3.6
2526,COC1=C(OC)C=C2C(NC3=CC=CC(C)=C3)=NC=NC2=C1,7.4,3.5
2527,COC1=C(OC)C=C2C(NC3=CC=CC(Cl)=C3F)=C(C=NC2=C1)C(N)=O,7.4,3.6
2528,COC1=C(OC)C=C2C(NC3=CC=CC(O)=C3)=NC=NC2=C1,7.4,2.6
2529,COC1=C(OC)C=C2C(NC3=CC=CC=C3)=NC=NC2=C1,7.4,3.04
2530,COC1=C(OC)C=C2C(NC3=CC=NC=C3)=NC=NC2=C1,7.4,2.22
2531,COC1=C(OC)C=C2C(NC3=NC=C4C=CC=CC4=C3)=NC=NC2=C1,7.4,3.9
2532,COC1=C(OC)C=C2C(NCC3=CC=CC(C)=C3)=NC=NC2=C1,7.4,3.5
2533,COC1=C(OC)C=C2C(OC3=CN(CC(=O)NC4=CC=C(C=N4)N(C)C)N=C3)=NC=NC2=C1,7.4,2.36
2534,COC1=C(OC)C=C2N(C=NC2=C1)C1=CC(OCC2=CC=CC=C2C(F)(F)F)=C(S1)C(O)=O,7.4,0.84
2535,COC1=C(OC2CCN(C)CC2)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,2.72
2536,COC1=C(OC2CCN(CC(N)=O)CC2)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,3.1
2537,COC1=C(OC2CCN(CC2)S(C)(=O)=O)C=C2C(NC3=CC=CC(Cl)=C3F)=NC=NC2=C1,7.4,2.82
2538,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC(=O)NC3=C(Cl)C=CC=C3Cl)C2=C1,7.4,2.7
2539,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(Cl)C=CC4=C3OCO4)C2=C1,7.4,1.83
2540,COC1=C(OCCCN(C)C)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,2.9
2541,COC1=C(OCCCN(CCO)CC(C)C)C=C2N=CN=C(NC3=NNC(CC(=O)NC4=CC=CC(F)=C4F)=C3)C2=C1,7.4,3.61
2542,COC1=C(OCCCN2CCC(CO)CC2)C=C2N=CN=C(NC3=NNC(CC(=O)NC4=CC=CC(F)=C4)=C3)C2=C1,7.4,2.11
2543,COC1=C(OCCCN2CCCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,3.13
2544,COC1=C(OCCCN2CCCC2)C=C2N=CN=C(NC3=C(Cl)C=CC4=C3OCO4)C2=C1,7.4,1.62
2545,COC1=C(OCCCN2CCCCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,3.3
2546,COC1=C(OCCCN2CCCCC2)C=C2N=CN=C(NC3=C(Cl)C=CC4=C3OCO4)C2=C1,7.4,2.05
2547,COC1=C(OCCCN2CCN(C)CC2)C=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C(Cl)=C3)C2=C1,7.4,1.2
2548,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=CC=C3F)=NC=NC2=C1,7.4,3.4
2549,COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1,7.4,3.5
2550,COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CN=C(NC(=O)C4=CC=CC=C4)N=C3)C2=C1,7.4,2.7
2551,COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=NC=C(NC(=O)C4=CC=CC=C4)C=N3)C2=C1,7.4,2.32
2552,COC1=C(OCCN(C(C)C)C(C)C)C=C2C(NC3=CC(NC(=O)C4=CC=NC(=C4)N4CCOCC4)=CC=C3C)=NC=NC2=C1,7.4,3.5
2553,COC1=C(OCCN(C)C)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,3.26
2554,COC1=C(OCCN(C)CCO)C=C2N=CC(C(N)=O)=C(NC3=CC=C(F)C(Cl)=C3)C2=C1,7.4,3.2
2555,COC1=C(OCCN2C=NC=N2)C=C2N=CN=C(NC3=CC=C(Cl)C=C3F)C2=C1,7.4,3.2
2556,COC1=C(OCCN2CCCC2)C=C2C(NC3=CC(NC(=O)C4=CC=NC(=C4)N4CCOCC4)=CC=C3C)=NC=NC2=C1,7.4,2.7
2557,COC1=C(OCCN2CCCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,3.28
2558,COC1=C(OCCN2CCCCC2)C=C2C(NC3=CC(NC(=O)C4=CC=NC(=C4)N4CCOCC4)=CC=C3C)=NC=NC2=C1,7.4,3.35
2559,COC1=C(OCCN2CCN(C)CC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,7.4,3.3
2560,COC1=C(OCCN2CCOCC2)C=C2C(NC3=CC(NC(=O)C4=CC=NC(=C4)N4CCOCC4)=CC=C3C)=NC=NC2=C1,7.4,3.19
2561,COC1=C(OCCNC[C@H](O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,7.4,3.53
2562,COC1=C(OC[C@@H]2CCCN(C)C2)C=C2N=CN=C(NC3=CC=C(Br)C=C3F)C2=C1,7.4,3.05
2563,COC1=C(OC[C@@H]2CCCN(C)C2)C=C2N=CN=C(NC3=CC=C(Cl)C=C3F)C2=C1,7.4,2.9
2564,COC1=C2C(NS(=O)(=O)C3=CC=C(Cl)S3)=NN(CC3=CC=CC(CNC(=O)C(C)(C)O)=C3)C2=CC=C1,7.4,2.09
2565,COC1=C2C(NS(=O)(=O)C3=CC=C(Cl)S3)=NN(CC3=CC=CC(CNC(=O)[C@@H]4COCCN4)=C3)C2=CC=C1,7.4,1.61
2566,COC1=C2C=C(F)C=C(N3CCN(C)CC3)C2=NC(=C1)C(=O)NC1=CC=C(C=C1)N1CCOCC1,7.4,3.85
2567,COC1=C2C=NNC2=CC=C1,7.4,2.1
2568,COC1=C2N=C(C=C(O)C2=CC=C1)C1=CC=CC=C1,7.4,2.3
2569,COC1=C2N=C(NC(=O)C3=CC=CC=C3)SC2=CC=C1,7.4,3.96
2570,COC1=C2N=C(NC3=CC=C(C=C3)[C@@H](C)NC(C)=O)N=CC2=CC(=C1)C1=CC=NC=C1,7.4,2.73
2571,COC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(N)=N1,7.4,-0.58
2572,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,7.4,1.97
2573,COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C,7.4,0.37
2574,COC1=C2O[C@@H]3[C@H](O)C=C[C@@H]4[C@@H]5CC(C=C1)=C2[C@]34CCN5C,7.4,0.22
2575,COC1=C2O[C@H]3C[C@@H](O)C=C[C@]33CCN(C)CC(C=C1)=C23,7.4,0.21
2576,COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,7.4,0.39
2577,COC1=CC(=C(OC)N=N1)C1=C2N=NC(C(=O)NC3CC3)=C(N)C2=CC=C1F,7.4,2.75
2578,COC1=CC(=C2C=CNC2=C1)C1=NC(=CC(=N1)C1(CC1)S(C)(=O)=O)N1CCOCC1,7.4,2.4
2579,COC1=CC(=CC(OC)=C1)C1=C(N)N=C2N=C(N)N=CC2=C1,7.4,2.14
2580,COC1=CC(=CC(OC)=C1)C1=CC=C(NC(=O)OCC2=CC=CC=C2)C(=O)N1CC(=O)NC(C(C)C)C(=O)C(F)(F)F,7.4,2.26
2581,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2C(COC2=O)C(O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,7.4,0.91
2582,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@@H](O)[C@H]2O)C2=C1C=C1OCOC1=C2,7.4,1.82
2583,COC1=CC(=CC(OC)=C1OC)C(=O)C1=CC(Cl)=CC=C1N,7.4,3.38
2584,COC1=CC(=CC(OC)=C1OC)C(=O)N1CC[C@@](CCN2CCC(CC2)(C(N)=O)C2=CC=CC=C2)(C1)C1=CC=C(Cl)C(Cl)=C1,7.4,3.23
2585,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC(NC(=O)C2=CC=CC(=C2)N(C)C)=CC=C1C,7.4,2.54
2586,COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=C(Cl)C(=C1)C1=NC2=CC=CC=C2N1,7.4,3.83
2587,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,7.4,0.74
2588,COC1=CC(=CC(OC)=C1OC)C1=NN=C(S)N1C1=CC=CC(=C1)C(F)(F)F,7.4,2.27
2589,COC1=CC(=CC=C1C1CC1)N1CCN([C@H](C)C1)C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(CC1)C#N,7.4,3.49
2590,COC1=CC(=CC=C1CC1=CN(C)C2=CC=C(C=C12)C(=O)NCCC1=CC=CC=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C,7.4,2.51
2591,COC1=CC(=CC=C1CC1=CN(C)C2=CC=C(NC(=O)CC3CCCC3)C=C12)C(O)=O,7.4,2.0
2592,COC1=CC(=CC=C1CC1=CNC2=CC=C(NC(=O)CC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1C,7.4,2.0
2593,COC1=CC(=CC=C1CN1C=CC2=CC=C(C=C12)C(=O)NCC1CCCC1)C(=O)NS(=O)(=O)C1=CC=CC=C1,7.4,1.93
2594,COC1=CC(=CC=C1CN1C=CC2=CC=C(NC(=O)OC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1,7.4,2.2
2595,COC1=CC(=CC=C1CN1C=CC2=CC=C(NC(=O)OC3CCCC3)C=C12)C(O)=O,7.4,2.1
2596,COC1=CC(=CC=C1CN1C=CC2=CC=C(NC(=O)OC3CCCC3)C=C12)C1=NNN=N1,7.4,2.7
2597,COC1=CC(=CC=C1CN1C=NC2=CC=C(NC(=O)CC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1,7.4,0.9
2598,COC1=CC(=CC=C1CN1N=CC2=CC=C(NC(=O)CC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1,7.4,1.6
2599,COC1=CC(=CC=C1CN1N=CC2=CC=C(NC(=O)OC3CCCC3)C=C12)C(=O)NS(=O)(=O)C1=CC=CC=C1,7.4,1.8
2600,COC1=CC(=CC=C1N)C(=O)NC[C@@H](O)CN1CCC(CC1)OC1=CC=C(Cl)C(Cl)=C1,7.4,3.12
2601,COC1=CC(=CC=C1N1CC[C@@H](O)C1)N1N=NC2=C(SC(=C2)C2=CC=C(Cl)C=C2)C1=O,7.4,3.15
2602,COC1=CC(=CC=C1NC(=O)CN1CCOCC1)C1=CC=CC2=C1OC(=CC2=O)N1CCOCC1,7.4,2.3
2603,COC1=CC(=CC=C1NC1=CC=CC=C1C(O)=O)C1=CC=C(NC2=CC=CC=C2C(O)=O)C(OC)=C1,7.4,1.8
2604,COC1=CC(=CC=C1NC1=NC=C(Br)C(=N1)C1=CN=C2C=CC=CN12)N1CCN(CC1)C(C)=O,7.4,3.7
2605,COC1=CC(=CC=C1NC1=NC=C(C#N)C(=N1)C1=CN=C2C=CC=CN12)N1CCN(CC1)C(C)=O,7.4,2.8
2606,COC1=CC(=CC=C1NC1=NC=C(C(=N1)C1=CN=C2C=CC=CN12)C(F)(F)F)N1CCN(CC1)C(C)=O,7.4,3.7
2607,COC1=CC(=CC=C1NC1=NC=C(C)C(=N1)C1=CN=C2C=CC=CN12)N1CCN(CC1)C(C)=O,7.4,2.9
2608,COC1=CC(=CC=C1NC1=NC=C(Cl)C(=N1)C1=CN=C2C=C(C)C=CN12)N1CCN(CC1)C(C)=O,7.4,3.3
2609,COC1=CC(=CC=C1NC1=NC=C(Cl)C(=N1)C1=CN=C2C=C(C=CN12)C#N)N1CCN(CC1)C(C)=O,7.4,2.3
2610,COC1=CC(=CC=C1NC1=NC=C(Cl)C(=N1)C1=CN=C2C=C(C=CN12)N1CCCC1)N1CCN(CC1)C(C)=O,7.4,3.5
2611,COC1=CC(=CC=C1NC1=NC=C(Cl)C(=N1)C1=CN=C2C=C(CO)C=CN12)N1CCN(CC1)C(C)=O,7.4,3.1
