logP,Temperature,smiles
-0.38,,COCCN(CCOC)N=O
0.79,,CCOCCN(CCOCC)N=O
7.1,25.0,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1
7.0,,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1
0.57,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCO2
0.13,25.0,COc1[nH]cnc1[N+](=O)[O-]
6.8,,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
4.08,,CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1
3.2,,O=C(N=c1cc[nH]c(Cl)c1)Nc1ccccc1
-0.05,,CC(=O)OCC(Cn1ccnc1[N+](=O)[O-])OC(C)=O
-0.58,,CCS(=O)(=O)CCn1ccnc1[N+](=O)[O-]
0.28,,CC=COCC(O)Cn1ccnc1[N+](=O)[O-]
1.6,,COC(=O)C(=Cc1ccc([N+](=O)[O-])o1)[N+](=O)[O-]
2.74,,COC(=O)C(=Cc1ccc(Br)o1)[N+](=O)[O-]
4.78,,CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C
-1.77,,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(OC(=O)C2OC(O)CC(O)C2O)C1O
-1.1,,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(OC(=O)C2OC(O)C(O)C(O)C2O)C1O
3.81,,CON(C)C(=O)Nc1ccc(OCCc2ccc(C)cc2)cc1
5.95,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
0.78,,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1
2.41,,CCOS(=O)(=O)c1cccc2c1C(C)(C)CO2
2.16,,CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
1.24,,CC(=O)NC(=O)COC(=O)c1ccccc1
1.57,,CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C
4.6,,CCCCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)OC
1.26,,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(NC(=O)CN(C)C)C(O)C(C)O1)CC(O)(C(C)=O)C=4
1.4,,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1
1.09,,CCOC(=O)NN1CC=CCC1
-0.63,,N#Cc1ccnnc1
2.7,,CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
5.4,,C=CCN(CCC#N)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC
1.92,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1SC
1.54,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1SC
4.96,,Clc1ccc(Oc2ccccc2Cl)c(Cl)c1
2.31,,O=C1CC(Sc2ccc(Cl)cc2)N1
0.68,,CN=C(NC#N)NCCSCc1csc(=NC(=N)N)[nH]1
2.22,,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
1.95,,CC(C)(C)C(=O)CC(C(O)C(C)(C)C)n1cncn1
2.06,,CC(C)Oc1ccccc1OC(=O)N(C)C
2.14,,CON=CCCc1ccccc1
0.87,,NNC(=O)Nc1ccc(Cl)cc1
2.05,,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC
3.22,,CCCCCn1nnc2ccccc21
3.63,,CCCCCn1nc2ccccc2n1
4.24,,CCCCCCn1nc2ccccc2n1
1.98,,CC(C)n1nnc2ccccc21
3.44,,CCCCC(C)n1nnc2ccccc21
2.53,,CC(C)n1nc2ccccc2n1
3.42,,CCCC(C)n1nc2ccccc2n1
3.78,,CCCCC(C)n1nc2ccccc2n1
0.91,,OCCCn1nnc2ccccc21
1.03,,OCCCCn1nnc2ccccc21
1.51,,OCCCCCn1nnc2ccccc21
1.71,,OCCCCCCn1nnc2ccccc21
1.4,,OCCCn1nc2ccccc2n1
1.57,,OCCCCn1nc2ccccc2n1
2.09,,OCCCCCn1nc2ccccc2n1
2.26,,OCCCCCCn1nc2ccccc2n1
0.48,,O=C(O)CCCCn1nnc2ccccc21
0.86,,O=C(O)CCCCCn1nnc2ccccc21
0.94,,O=C(O)CCCCn1nc2ccccc2n1
1.51,,O=C(O)CCCCCn1nc2ccccc2n1
1.3,,CCOC(=O)Cn1nnc2ccccc21
1.6,,CCOC(=O)CCn1nnc2ccccc21
1.86,,CCOC(=O)CCCn1nnc2ccccc21
2.2,,CCOC(=O)CCCCn1nnc2ccccc21
2.68,,CCOC(=O)CCCCCn1nnc2ccccc21
1.85,,CCOC(=O)Cn1nc2ccccc2n1
2.12,,CCOC(=O)CCn1nc2ccccc2n1
2.41,,CCC(=O)OCCCn1nc2ccccc2n1
2.85,,CCOC(=O)CCCCn1nc2ccccc2n1
3.17,,CCOC(=O)CCCCCn1nc2ccccc2n1
-0.1,,NC(=O)Cn1nnc2ccccc21
0.27,,NC(=O)CCn1nnc2ccccc21
0.37,,NC(=O)CCCn1nnc2ccccc21
0.58,,NC(=O)CCCCn1nnc2ccccc21
0.79,,NC(=O)CCCCCn1nnc2ccccc21
0.28,,NC(=O)Cn1nc2ccccc2n1
0.66,,NC(=O)CCn1nc2ccccc2n1
0.78,,NC(=O)CCCn1nc2ccccc2n1
1.01,,NC(=O)CCCCn1nc2ccccc2n1
1.41,,NC(=O)CCCCCn1nc2ccccc2n1
4.3,,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C
3.18,,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O
2.9,,c1cn(C23CC4CC(CC(C4)C2)C3)cn1
1.23,,CNC(=O)CCc1c[nH]c2ccccc12
-0.27,,CCC(C)C(NCc1ccccc1)C(=O)O
0.6,,CC(=O)Nc1cc(C)c(O)cc1C
0.82,,CC(=O)Nc1cc(C)c(O)c(C)c1C
2.5,,CCOC(=O)C(=Cc1ccc([N+](=O)[O-])o1)C(=O)OCC
2.43,,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O
2.42,,N#CC(C#N)=Cc1ccc(I)o1
2.85,,COC(=O)C(C#N)=Cc1ccc(I)o1
2.65,,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC
-2.4,,CN1C(O)C(O)C(O)C(O)C1CO
-1.24,,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1
1.49,,NC1CC1c1ccccc1
6.34,,Clc1cc(Cl)c2oc3c(Cl)cc(Cl)c(Cl)c3c2c1
0.23,,CCCc1n[nH]c(=N)o1
0.4,,CC(C)Cc1n[nH]c(=N)o1
0.62,,CCC(C)c1n[nH]c(=N)o1
0.48,,CC(C)(C)c1n[nH]c(=N)o1
1.1,,CCCCCc1n[nH]c(=N)o1
1.43,,CCCCCCc1n[nH]c(=N)o1
4.07,,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1
4.5,,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
1.9,,CNC(=O)c1cc2ccccc2[nH]1
2.32,,CCNC(=O)c1cc2ccccc2[nH]1
2.6,,COC(=O)NC1=NC(c2ccc(C(C)C)cc2)CN1
1.41,,COC(=O)NC1=NC(c2cccc(F)c2)CN1
1.85,,COC(=O)NC1=NC(c2ccccc2Br)CN1
2.09,,COC(=O)NC1=NC(c2cccc(Br)c2)CN1
3.81,,CCCOc1ccccc1NC(=O)OCCN1CCCCC1
4.37,,CCCCOc1ccccc1NC(=O)OCCN1CCCCC1
4.5,,CON(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1
0.22,,N=c1[nH]cc(Cc2ccc(N)cc2)c(=N)[nH]1
1.82,,CN(C)c1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1
2.29,,N=c1[nH]cc(Cc2cccc(Cl)c2)c(=N)[nH]1
2.39,,CCN(CC)P(=O)(N(CC)CC)N1CCCC1
1.19,,O=c1c2c(nc3ccccn13)CCC2
1.63,,Cc1ccc2nc3c(c(=O)n2c1)CCC3
0.72,,O=c1c2c(nc3n1CCCC3)CCC2
1.84,,CCCOc1cnccn1
6.2,,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
1.0,,O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1
4.86,,O=C(O)Cc1ccccc1Nc1cccc(Cl)c1Cl
3.49,,O=C(O)Cc1ccccc1Nc1ccccc1
-0.33,,CCC(C)C(=O)NN
0.29,,Cc1ccccc1-n1c(O)ccc1O
1.86,,CCc1c(C)nc2cccc(C)n2c1=O
1.43,,CCc1c(C)nc2n(c1=O)C(C)CCC2
1.75,,CCCc1c(C)nc2ccccn2c1=O
1.87,,CCc1nc2cccc(C)n2c(=O)c1C
2.37,,CCCc1nc2cccc(C)n2c(=O)c1CC
0.27,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
-1.03,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
3.21,,CON(C)C(=O)Nc1cccc(C(C)(C)C)c1
3.4,,CCn1c(O)c(C#N)c(C)c(N=Nc2ccc(Cl)cc2[N+](=O)[O-])c1=O
-0.22,,CC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1
0.9,,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc(NC(N)=O)c2)c1
2.03,,CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1
1.71,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
6.23,,Clc1ccc2c(c1)oc1c(Cl)c(Cl)cc(Cl)c12
6.59,,Clc1cc(Cl)c2oc3c(Cl)ccc(Cl)c3c2c1Cl
3.0,,CC(C)N(C(=O)c1ccccc1Cl)C(C)C
-0.05,,CC1=NS(=O)(=O)c2cccnc2N1C
-0.25,,CC1=NS(=O)(=O)c2cccnc2N1
5.1,,CN(C)CCC(c1ccccc1)c1ccc(C(C)(C)C)cc1
5.72,,CN(C)CCCC(c1ccccc1)c1ccc(C(C)(C)C)cc1
5.34,,CN(C)CCN(Cc1ccc(C(C)(C)C)cc1)c1ccccc1
3.39,,CN(C)C(=O)Nc1cccc(OCCc2ccccc2)c1
-0.66,,O=NN(CCCl)C(=O)NC1C(O)OC(CO)C(O)C1O
6.51,,Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl
0.43,,NC(CC12CC3CC(CC(C3)C1)C2)C(=O)O
1.59,,Cc1cccc2nc3n(c(=O)c12)CCC3
1.74,,N#Cc1cc(-c2ccncc2)cnc1Cl
2.02,,COc1ncc(-c2ccncc2)cc1C#N
-0.38,,COC(=O)Cn1cnc([N+](=O)[O-])n1
0.66,,CCOC(=O)c1cnc2n(c1=O)CCC(C)C2
0.51,,CC(C)OCC(O)Cn1ccnc1[N+](=O)[O-]
0.12,,COCCn1ccnc1[N+](=O)[O-]
2.38,,O=[N+]([O-])c1nccn1CCCOc1ccccc1
-0.34,,CC(=O)Cn1ccnc1[N+](=O)[O-]
0.53,,CCOCCn1ccnc1[N+](=O)[O-]
1.89,,O=[N+]([O-])c1nccn1CCOc1ccccc1
-0.36,,COCC(O)Cn1cc([N+](=O)[O-])nc1C
-1.3,,CS(=O)(=O)CCn1ccnc1[N+](=O)[O-]
0.52,,O=[N+]([O-])c1nccn1CCS(=O)(=O)c1ccccc1
5.7,,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2
2.27,,CNC(=O)ON=Cc1ccc(Cl)cc1
3.43,,Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
1.79,,CCSc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC
1.78,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1-n1cccc1
2.16,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
1.05,,CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1
2.12,,COc1cc(S(=O)(=O)CCC(C)C)cc(OC)c1OC
1.56,,CCCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1
1.65,,COc1cc(S(=O)(=O)CC(O)c2ccccc2)cc(OC)c1OC
2.05,,CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1
3.55,,CCCCN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1
3.2,,CCN(CC)CCNC(=O)c1cc(Br)ccc1OC
3.77,,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1
4.58,,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
1.82,,COc1cc2ccc(=NC(=O)C(F)(F)F)c3c(c2c(OC)c1OC)CCC(=O)C(O)C3
-0.01,,CCNC(=O)NC(C)=O
2.08,,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(=O)C(F)(F)F)CC2
2.58,,COc1cccnc1CCCCN=c1[nH]cc(Cc2ccc(C)nc2)c(=O)[nH]1
2.17,,COc1ccc(C(=O)CCCC(=O)O)cc1Cl
0.15,,Cc1cccc(O[Si]23OCCN(CCO2)CCO3)c1
5.8,,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1
-0.31,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(O)c1O
2.3,,CCCCCCn1cc(C(O)OC)cc1O
3.69,,Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl
7.01,,Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl
6.28,,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
6.72,,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
6.82,,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
7.28,,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
3.4,,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C
6.39,,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2
1.1,,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
-0.68,,COC(=O)n1cc(F)c(=O)[nH]c1=O
1.57,,CN(C)CCn1nnnc1SC=C1CSC2C(NC(=O)Cc3csc(=N)[nH]3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C
6.72,,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl
-0.09,,NC(=O)CCCc1ccncc1
6.74,,Clc1cc2c(c(Cl)c1Cl)Oc1ccc(Cl)c(Cl)c1O2
6.53,,Clc1cc(Cl)c2c(c1)Oc1c(cc(Cl)c(Cl)c1Cl)O2
3.53,,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3
3.92,,Cc1c(-c2ccccc2)oc2ccccc2c1=O
3.82,,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C
6.37,,Clc1cc(Cl)c2c(c1)oc1c(Cl)cc(Cl)cc12
0.95,,N#Cc1ncc(Cl)nc1C#N
1.79,,CCc1nc(C#N)c(C#N)nc1Cl
2.89,,CCCCc1nc(C#N)c(C#N)nc1Cl
2.3,,CCCCc1nc(C#N)c(C#N)nc1C
3.21,,CC(O)(C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)C(F)(F)F
2.62,,CC(=O)c1cccc(NC(=O)Cc2ccccc2)c1
1.29,,Cc1nc(C#N)c(C#N)nc1Cl
6.39,,CC1(C)CCC(c2ccccc2)(N2CCCCC2)CC1
2.9,,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
1.05,,CC(=NN=C(N)N)c1cccs1
0.45,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCO2
6.35,,CC1CC(C)(C)CC(c2ccccc2)(N2CCCCC2)C1
3.2,,O=C(CC1CCCCC1)N1CCCCC1
3.1,,CC(C)S(=O)(=O)n1c(=N)[nH]c2ccc(C(=NO)c3ccccc3)cc21
3.64,,CCN(CC)CC(=O)NC1c2ccccc2-c2ccccc21
2.14,,CCN(CC)CC(=O)NCc1ccccc1
3.11,,CCCN(CCC)CC(=O)NCc1ccccc1
2.27,,O=C(CN1CCCCC1)NCc1ccccc1
0.67,,O=C(CN1CCOCC1)NCc1ccccc1
4.61,,CCCN(CCC)CC(=O)NC1c2ccccc2-c2ccccc21
8.84,,CCCCCCCCCCCCCc1cccc(O)c1
3.15,,COc1ccc(C2=NCC(=O)N(C)c3ccc(Cl)cc32)cc1
2.04,,[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21
4.3,,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
3.86,,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
3.08,,CC(=O)Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2
1.58,,CN(N=O)C(=O)N(C)c1ccccc1
2.08,,NC1C2CCC1c1ccccc12
0.22,,Oc1ccc(O)n1-c1ccccc1F
0.8,,Oc1ccc(O)n1-c1ccccc1I
1.39,,Oc1ccc(O)n1-c1cccc(I)c1
1.04,,CCc1cccc(-n2c(O)ccc2O)c1
0.36,,COC(=O)c1cccc(-n2c(O)ccc2O)c1
1.1,,CCc1ccc(-n2c(O)ccc2O)cc1
3.33,,COC(=O)C(c1ccccc1)C(C)C
4.05,,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1
5.05,,O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1cc(Br)cc(Br)c1O
2.35,,CNCCOc1cc(C)c(O)cc1C(C)C
2.13,,COc1ccc(OC)c(Cc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1
2.21,,COC(=O)Nc1cccc(F)c1
1.65,,CCc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1
0.58,,COc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1
1.03,,CCOc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1
1.48,,Cc1c(NCC(C)C)c(=O)n(-c2ccccc2)c(=O)n1C
1.41,,N=c1nc(-c2ccccc2I)[nH]c(=N)[nH]1
5.5,,CCCCN(CCOC(C)=O)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(C)c1
2.11,,Cc1[nH]cnc1CSCCN=c1[nH]cc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1
3.55,,CCN(CC)CCOC(=O)C=Cc1ccc(OC)cc1
2.84,,CCN(CC)CCOC(=O)C=Cc1cc(OC)c(OC)c(OC)c1
3.52,,CCN(CC)CCOC(=O)C=Cc1ccc(F)cc1
0.34,,C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O
0.22,,C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O
2.9,,C#CCn1cc(O)n(COC(=O)C2C(C=C(C)C)C2(C)C)c1=O
1.88,,COC(=O)C(=Cc1ccco1)[N+](=O)[O-]
1.58,,CC(=O)c1ccc2ncccc2c1
1.2,,CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1OC
2.56,,O=C1OC2(CCCC2)c2ccccc21
2.89,,CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1-n1cccc1
0.75,,NC1CC2OC1c1ccccc12
0.4,,NC1CC2OC1c1ccccc12
3.23,,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1
2.48,,CCCCOc1ccc(C(N)=O)cc1
1.91,,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1C
2.14,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1C
2.79,,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1C(C)C
3.14,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1C(C)C
1.87,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1Cl
1.65,,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1Cl
-2.05,,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
0.64,,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1O
1.18,,COc1cc(S(C)=O)ccc1-c1nc2cccnc2[nH]1
2.22,,COC(=O)C(C#N)=Cc1ccc(C)o1
2.41,,Cc1cc2occc2c2oc(=O)ccc12
0.17,,COc1cccc(NC(=O)NN)c1
1.07,,NNC(=O)Nc1cc(Cl)ccc1Cl
0.66,,NNC(=O)Nc1ccccc1Br
0.96,,NNC(=O)CNc1cccc(Br)c1
1.24,,NNC(=O)Nc1ccc(I)cc1
-0.5,,NNC(=O)Nc1cccc(O)c1
-0.55,,NNC(=O)Nc1ccc(O)cc1
-0.49,,NNC(=O)Nc1ccccc1C(=O)O
-0.16,,NNC(=O)Nc1cccc(C(=O)O)c1
-0.21,,NNC(=O)Nc1ccc(C(=O)O)cc1
1.23,,CC(C)c1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1
3.95,,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
2.19,,COc1c(C)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1C
2.23,,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
1.45,,CCOC(=O)C(CC)(CC)C(=O)NC(N)=O
1.99,,CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C
2.74,,CCC(CC)(C(=O)NC(N)=O)C(=O)OCc1ccccc1
1.0,,CCC(CC)(C(=O)NC(N)=O)C(=O)OCOC
0.99,,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC
1.58,,CCC(C(=O)NC(N)=O)(C(=O)OC)c1ccccc1
1.37,,C=CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC
1.75,,CNC(=O)NC(=O)C(C)(C(=O)OC)C1C=CCCC1
1.8,,CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1
1.65,,Nc1ccc(C(=O)O)c(I)c1
1.82,,CCC(CC)(C(=O)NC(N)=S)C(=O)OC
3.4,,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
2.64,,CCOC(=O)c1ccc2ncccc2c1
-0.2,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
3.08,,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC
3.29,,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
4.38,,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O
3.49,,CC=C(C)C(=O)Nc1ccc(Cl)cc1Cl
4.04,,Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl
0.53,,CCOc1ccc(NC(=O)NN)cc1
0.9,,NNC(=O)Nc1cccc2ccccc12
3.11,,CON(C)C(=O)Nc1cccc(OCc2ccccc2)c1
3.1,,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
2.35,,CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O
2.76,,CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccc(C)cc1C2=O
3.44,,CCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O
3.51,,CCCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O
-1.22,,CS(=O)CCn1ccnc1[N+](=O)[O-]
-1.64,,O=C(Cn1ccnc1[N+](=O)[O-])N(CCO)CCO
-1.85,,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)CO
1.04,,Cc1[nH]cnc1CSCCNc1[nH]ccc1[N+](=O)[O-]
2.92,,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C2OC(=O)OC12C
1.2,,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)cc(C)[nH]1
2.2,25.0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1
2.03,,CN(C)C(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C
-0.81,,CC(C)(C)NC(=O)NN
2.32,,O=C(CN(C(=O)CCl)c1ccccc1)Nc1ccccc1
2.01,,CC(=O)N(CC(=O)Nc1ccccc1)c1ccccc1
3.02,,CC(Cl)C(=O)N(CC(=O)Nc1ccccc1)c1ccccc1
2.96,,O=C(CN(C(=O)C(Cl)Cl)c1ccccc1)Nc1ccccc1
1.2,,CSC(C)=NOC(=O)N(C)SN(C)C(=O)N(C)C
3.2,,CCN(CC)C(=O)N(C)SN(C)C(=O)ON=C(C)SC
2.0,,CSC(C)=NOC(=O)N(C)SN(C(=O)N(C)C)C1CC1
2.6,,CSC(C)=NOC(=O)N(C)SN(C)C(=O)N(C(C)C)C(C)C
3.3,,CCCCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)N(C)C
3.55,,CCOC(=O)C=COc1ccccc1Cl
-1.86,,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCCO)c1I
5.74,,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2
3.49,,CCN(CC)Cc1ccc(C(=O)Nc2c(C)cccc2C)cc1
7.1,,Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1
7.2,,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl
7.37,,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
3.11,,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21
2.03,,O=[N+]([O-])c1cnc(C=Cc2ccc3c(c2)OCO3)n1CCO
1.0,,Cn1c([N+](=O)[O-])cnc1C1CC1
0.31,,Cc1ncc([N+](=O)[O-])n1CC(O)Cn1c([N+](=O)[O-])cnc1C
-0.08,,CCN(CC)CC(O)Cn1c([N+](=O)[O-])cnc1C
3.35,,O=Cc1cc(Br)ccc1Br
-0.2,,CN1CCN(CCn2cncc2[N+](=O)[O-])CC1
3.1,,Cc1cccc(C)c1NC(=O)c1cccc(CN2CCCC2)c1
3.86,,Cc1cccc(C)c1NC(=O)c1ccc(CN2CCCCC2)cc1
2.14,,Cc1cccc(C)c1NC(=O)c1cccc(CN2CCOCC2)c1
1.8,,O=C(O)C(=O)N=c1[nH]c(-c2ccc3c(c2)OCCO3)cs1
0.99,,N=C(N=NCc1ccc2ccccc2n1)Nc1ccccc1
