,logP,Temperature,smiles
26825,0.9,,c1ccccc1S(=O)(=O)NC(=O)NCC
26826,0.28,,c1ccccc1S(=O)(=O)NC(=O)N(C)C
26828,3.46,,CCOP(=S)(OCC)Oc1ccccc1
26840,2.0,,c1cc2N(C)C=C(C(=O)O)c2cc1
26851,1.62,,c1ccc2cccnc2c1NC(=O)N
26854,0.14,,CC(C)CC(NC(=O)C)C(=O)NC
26855,0.14,,CCC(C)C(NC(=O)C)C(=O)NC
26856,-1.15,,c12ncnc(N)c1nc(SCc5ccccc5)n2C3OC4COP(=O)(O)OC4C3O
26860,1.04,,c1c(Cl)cc2N(CC(=O)N3CCN(CCO)CC3)C(=O)Sc2c1
26861,6.84,,Brc1cc(c(cc1Oc2c(cc(cc2)Br)Br)Br)Br
26863,8.71,,Brc1c(c(c(c(c1Br)Br)Br)Br)Oc2cc(c(cc2Br)Br)Br
26866,0.94,,CC1=NON=C1C(=O)OC
26867,0.31,,CC1=NON=C1C(=O)N
26868,2.09,,CNC(=O)c1ccccc1C(=O)c2ccccc2
26869,1.2,,OC(=O)Cc1ccc(N(CCCl)C(=O)C)cc1
26876,6.31,,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2
26877,6.23,,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2
26879,6.63,,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2
26880,6.79,25.0,Clc1c(ccc(c1Cl)c2ccc(c(c2)Cl)Cl)Cl
26886,1.42,,CC(=O)Oc1ccccc1C(=O)OCOC(=O)C
26887,0.5,,CC(=O)Oc1ccccc1C(=O)OCN2C(=O)CCC2=O
26889,0.97,,c1ccc2c(NOC(=O)C)ccnc2c1
26892,4.38,,c1ccccc1C(OCCCl)c2ccccc2
26897,6.67,,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl
26898,2.07,,O=N(=O)c1cc2CCNc2cc1
26900,0.88,,c1cc(N)ccc1S(=O)(=O)c2ccc(NO)cc2
26901,2.23,,O=Cc1cc(C)c(OC)cc1
26902,1.82,,O(c(nccn1)c1C)CC
26904,-0.8,,n1c(C(=O)N(C)C)cncc1
26905,3.1,,CN(C)C(=O)Nc1ccc(C(C)(C)C)cc1
26906,1.9,,C1C(O)CC2C(O)C(O)C3C4CCC(C(C)CCC(=O)NCC(=O)O)C4(C)CCC3C2(C)C1
26911,3.96,,c(c(c(cc1)Cl)Cl)(c1)C
26912,7.41,,Clc1cc(cc(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2
26918,2.41,,c1ccccc1COC(C)=C
26922,3.08,,c1c(Cl)cc(Cl)cc1N2C(=O)C(C)(C3)C3(C)C2(=O)
26926,-1.64,,C1=CC(N)=NC(=O)N1C2C3C(O)C(CO3)O2
26929,2.45,,OC(=O)Cc1ccc(C(F)(F)F)cc1
26930,2.98,,O=C(O)Cc(ccc(c1)C(C)(C)C)c1
26933,2.55,,CC(=O)Oc1ccccc1I
26936,1.99,,Clc(nc(n1)NC(C2)C2)nc1NC(C#N)(C)C
26941,0.0,,Cn1nnnc1SCC2=C(N3C(SC2)C(NC(=O)Cc4cccs4)C3=O)C(=O)O
26944,0.84,,C1=COC=C1C(=O)CCC(O)C
26955,1.27,,c1ccccc1OCC2CN=C(N)O2
26964,1.76,,c1ccc2cc(C(=O)C)cnc2c1
26965,3.73,,N(N=O)(CCCl)C(=O)NC(C)(C)Cc1ccccc1
26966,2.45,,N(N=O)(CCCl)C(=O)NC1C=CCCC1
26967,2.07,,N(N=O)(CCCl)C(=O)NC1CCSCC1
26968,0.19,,N(N=O)(CCCl)C(=O)NC1CCS(=O)(=O)CC1
26969,2.08,,N(N=O)(CCCl)C(=O)NC1CSCSC1
26970,-0.94,,N(N=O)(CCCl)C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1
26971,1.54,,N(N=O)(CCF)C(=O)NC1CSCSC1
26972,5.84,,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl
26973,-2.31,,CN(C)(C)(c1cc(C)ccc1)I
26979,6.97,,C1C2C(C)(C)Oc3cc(CCCCC)cc(O)c3C2C=C(C)C1
26981,5.5,,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C
26982,2.92,,CNC=Nc1ccc(C)cc1C
26984,1.32,,CC(=O)Nc1c(CC)cccc1
26988,1.53,,CC(=O)Nc1c(Br)cccc1Br
26989,-0.48,,O(CCOCCOCCOCCOC1)C1
26990,1.74,,c1ccccc1N2C(=O)NC(=O)O2
26991,3.01,,NC13CC2CC(C3)CC(C)(C2)C1
26992,-1.77,,CC(C)(C)C(N)C(=O)O
26994,3.05,,c1ccccc1C(C)N2C=NC=C2C(=O)OCC
26995,-1.3,,N1C(=O)N(C)C(N)=C(N(C)C=O)C1=O
26996,-1.32,,CN1C(=O)N(C)C(N)=C(N(C)C=O)C1=O
26997,5.38,,c1c(Cl)cc2N=C(Cc3ccc(Br)cc3)Nc2c1
27000,4.98,,Clc1cccc(Cl)c1c2ccccc2
27038,0.95,,NC(=O)c1cc(N(C)C)ccc1
27039,3.39,,Nc(ccc(c1)CCCCC)c1
27040,4.21,,CCCCCCc1ccc(N)cc1
27041,1.7,,OCCNc1ccc(cc1N(=O)(=O))N(CCO)CCO
27078,5.16,,Clc1ccc(c(Cl)c1)c2ccccc2
27079,6.6,,Clc1cc(Cl)cc(c1)c2cc(Cl)cc(Cl)c2
27080,6.41,,Clc2cc(c1ccccc1)c(Cl)c(Cl)c2Cl
27082,2.7,,c1ccc2N(CCN(C)C)C(=O)C(OC(=O)C)C(c3ccc(OC)cc3)Sc2c1
27087,1.98,,c1ccccc1CC2C(=O)NC(=O)S2
27099,1.73,,NC(=O)c1ccccc1N=NN(C)C
27100,1.2,,NC(=O)c1ccc(N=NN(C)C)cc1
27102,0.95,,n1c(Cl)cncc1N
27103,0.67,,n1c(N)cnc(Cl)c1
27104,1.65,,n1c(Cl)cncc1OC
27105,1.52,,n1c(OC)cnc(Cl)c1
27106,1.12,,c1cccc(OCCOC)c1OCCOC
27109,-0.35,,c1c(C)cc2n(=O)ccn(=O)c2c1
27112,0.66,,O=C1NC(=O)NC(=O)C1(CC)CCC
27117,0.6,,O1C2COC(C)OC2C(O)C(O)C1OC3C4COC(=O)C4C(c5cc(OC)c(O)c(OC)c5)c6cc7OCOc7cc36
27118,7.1,,c1c(Cl)cc2Oc3cc(Cl)cc(Cl)c3Oc2c1Cl
27122,2.71,,c1c(Br)cc2C(c3ccccc3)=NC(=O)Nc2c1
27130,0.16,,C1C(C)N2C(=O)C(C(=O)OC)=CN=C2CC1
27131,0.04,,C1C(C)N2C(=O)C(C(=O)N)=CN=C2CC1
27132,4.05,,ClC1C(I)C(Cl)C(Cl)C(Cl)C1Cl
27133,3.96,,ClC1C(I)C(Cl)C(Cl)C(Cl)C1Cl
27161,3.03,,S=P(OC)(OC)Oc1ccccc1
27163,3.06,,c1cc(N)ccc1S(=O)(=O)c2c(C)cc(C)cc2C
27165,4.33,,CCCCCCCCCC(=O)N1C(=O)CCC1
27167,1.77,,c1c(Cl)cc2C(=O)CC(C(=O)O)Oc2c1
27169,4.93,,O=N(=O)c(c(NC(CC)C)c(N(=O)=O)cc1C(C)(C)C)c1
27174,1.03,,O=C1N(N)C(C)=NN=C1C(C)(C)C
27175,1.78,,CCCCNC1=NN=C(C(C)C)C(=O)N1N
27179,3.18,,CCc1cc2C(c3c(Cl)cccc3)=NCC(=O)N(C)c2s1
27180,1.57,,CC1(C)CC(CC(C)(C)N1=O)NP(=S)(N2CC2)N3CC3
27181,3.1,,O(c(nc(nc1NC(C)(C)C)NCC)n1)C
27185,3.76,,CC(=O)Nc1cc(Cl)c(Cl)c(Cl)c1
27186,3.8,,COc1cc(Cl)cc(Cl)c1
27187,1.6,,O=C(Nc(c(OC)ccc1N(=O)=O)c1)C
27191,1.91,,c1ccc2cccnc2c1NC(=O)C
27194,2.26,,O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5
27195,-1.44,,c1ccccn1(Cc2ccc(S(=O)(=O)F)cc2)Br
27196,-1.09,,c1cc(C)ccn1(Br)Cc2ccc(S(=O)(=O)F)cc2
27198,0.32,,NC(=O)c1ccccc1NC(=O)C
27206,1.16,,O1C2C=C(C)C(OC(=O)C)CC(O)C(C)=CC(OC(=O)C(C)=CC)C2C(=C)C1=O
27209,5.75,,Clc3ccc2Oc1cc(Cl)ccc1Oc2c3
27211,1.51,,c1ccccc1OP(=O)(NN)Oc2ccccc2
27212,-0.22,,CN1C(=O)NC(NC2=O)=C(N2C)C1=O
27213,2.55,,n1cc(OCC)nc(OCC)c1
27215,0.74,,n1cc(F)nc(F)c1
27216,1.16,,n1c(Cl)cncc1F
27217,3.15,,ClC1C=CC(Cl)C(Cl)C1Cl
27229,7.55,,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl
27234,1.79,,CNC(=O)N(C)c1nnc(s1)C(C)(C)C
27235,-0.56,,CC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N
27236,-0.78,,CC(C)CC(NC(=O)CNC(=O)C)C(=O)N
27237,-1.33,,CC(=O)NCC(=O)NC(C(C)C)C(=O)N
27238,2.13,,c1cc(N)ccc1S(=O)(=O)c2ccc(C(=O)OC)cc2
27239,1.64,,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3nccs3
27240,-0.92,,CN(C)CCNCCN
27241,1.3,,c1c(N)cc2C(c3ccccc3F)=NCC(=O)N(C)c2c1
27242,0.93,,c1ccccc1S(=O)(=O)CC(=O)OC
27245,2.87,,CC(C)c1ccc(NC(=O)N(C)C)cc1
27255,1.19,,O1C2C=C(C)C(O)(O3)C=CC3(C)CC(OC(=O)C(=CC)COC(=O)C)C2C(=C)C1=O
27257,0.34,,c1c(CNC(=O)C)cccc1OCC(O)CNC(C)C
27260,3.87,,COc1ccc(cc1)C(C(C)N(=O)=O)c2ccc(OC)cc2
27262,2.51,,O=C1OC(C(C)(C)C)=NN1c2ccc(NC(=O)N(C)C)cc2Cl
27263,-0.57,,C1C2(O)C(C)(O)C3C4OC4C(C)(C)C3(O)C(O)C(O)C2(C5)C(O)C(C5(O)C)C1
27264,2.73,,c1c(C(C)(C)C)cc(C(C)(C)C)cc1OC2OC(CO)C(O)C(O)C2O
27269,2.63,,Cc1ccccc1C=CN(=O)(=O)
27270,-0.27,,n1ncc(C(=O)OC)cc1
27272,3.1,,c1ccccc1CC(=O)N(C(C)C)C(C)C
27273,0.03,,n1cncc(C(=O)OC)c1
27274,-0.43,,n1nc(C(=O)OC)ccc1
27275,-0.71,,n1c(C(=O)OC)nccc1
27276,3.03,,Cc1cccc(CC)c1N(C(=O)CCl)COCC
27277,1.74,,c1ccccc1C2=N(Cl)(C)N=C(Nc4ccccc4)S2
27278,1.03,,c1cc(N)ccc1S(=O)(=O)c2cc(N)ccc2
27287,6.08,,O=P(OC(c1ccccc1)(Cc2ccccc2)C)(Oc3ccccc3)Oc4ccccc4
27295,0.54,,c1cc(C(=O)NC(C(=O)OC)CCC(=O)OC)ccc1N(C)Cc2nc3c(N)nc(N)nc3nc2
27296,1.82,,OC(=O)COc1ccc(S(=O)(=O)F)cc1
27297,1.4,,c1ccc2OCC(C(=O)O)Oc2c1
27298,2.11,,c1c(Cl)cc2CC(C(=O)O)Oc2c1
27300,1.57,,c1cc(N)ccc1S(=O)(=O)Nc2ccc(N(C)C)cc2
27301,1.58,,c1cc(N)ccc1S(=O)(=O)Nc2c(Cl)nccc2
27302,2.24,,Nc1ccc(cc1)S(=O)(=O)Nc2ccc(Cl)nc2
27306,0.5,,Cn1nnnc1SCC2=C(N4C(SC2)C(NC(=O)C(O)c3ccccc3)C4=O)C(O)=O
27317,2.83,,c1ccc2C(O)=C(C(=O)NC3=NOC(C)=C3)N(C)S(=O)(=O)c2c1
27319,1.1,,C1(=O)N(C)C(=O)C(CCCC)C(=O)N1
27325,3.43,,Clc1ccccc1CSC(=O)N(CC)CC
27326,5.67,,CCCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl
27327,4.8,,OC(=O)Cc1ccccc1Oc2c(Cl)cc(Cl)cc2
27331,1.6,,CN1C(=O)N(C)C(=O)C=C1NCCCN2CCN(c3c(OC)cccc3)CC2
27332,0.87,,c1ccn2C(=O)C(C(=O)OCC)=CN=c2c1C
27333,2.05,,N1=CSC=C1C2=Nc3ccccc3N2C(=O)OC
27336,1.1,,CSC(C)C(C)=NOC(=O)NC
27340,0.61,,s1cccc1CC(=O)NC2C(=O)N3C(C(=O)O)=C(C)CSC23
27349,1.9,,c1cc2Sc3ccccc3N(=O)(CCCN(C)C)c2cc1
27353,0.74,,n1ccccc1N2CCNCC2
27356,3.01,,Oc1cc2CCC3C4CCC(O)(C#C)C4(C)CC(OC)C3c2cc1
27360,-1.45,,c1ncccc1C2CC(O)C(=O)N2C
27361,1.63,,c1cc(N(=O)(=O))ccc1C[Se]CCC(=O)O
27362,0.5,,N1=CNC(C)=C1CSCCNC(=S)NC
27365,1.57,,c1ccc2cc(C(#N))cnc2c1
27366,2.95,,CN(OC)C(=O)Nc1ccc(C(C)C)cc1
27372,5.1,,Clc1ccc(Cl)c(c1)c2ccccc2
27373,5.41,,c1ccccc1c2cc(Cl)cc(Cl)c2
27374,5.09,,Clc1ccc(cc1)c2ccccc2Cl
27380,1.6,,c1cccc(C#N)c1OCC(O)CNC(C)(C)C
27381,0.35,,c1c(OCC(=O)NC)cccc1OCC(O)CNC(C)C
27382,1.36,,CNC(=O)COc1ccccc1OCC(O)CNC(C)(C)C
27384,3.14,,c1c(I)cc2C(c3ccccc3F)=NCC(=O)N(C)c2c1
27385,4.17,,c1cc(F)ccc1SCCCN2CCC(O)(c3ccc(O)cc3)CC2
27386,0.56,,c1cc(OCC(=O)NC)ccc1OCC(O)CNC(C)C
27391,0.39,,N1=CNC=C1CCCCNC(=S)NC
27393,0.86,,n1ccccc1CCCCN
27394,2.09,,c1ccccc1C2OCCN(N=O)C2C
27396,-0.7,,c1ccc(C(=O)N)cn1(CCCCCCCC)I
27397,-0.29,,c1c(C(=O)N)cccn1(I)CCCCCCCCCC
27402,7.75,,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl
27403,7.44,,Clc1cc(Cl)c(cc1Cl)c2ccc(Cl)c(Cl)c2Cl
27410,0.6,,c1c(C(=O)N)cccn1(I)CCCCCCCCCCCC
27414,1.14,,c1c(C(=O)N)cccn1(CCCCCCCCCCCCCC)I
27426,0.21,,c1c(C(=O)C)cc(S(=O)(=O)N)cc1
27427,0.42,,c1ccc2cccnc2c1S(=O)(=O)N
27428,2.75,,C2CCCCN2CC(=O)Nc1ccccc1N(=O)(=O)
27430,0.28,,c1ccccc1S(=O)(=O)NC(=O)N
27432,2.93,,c1c(C)c(O)cc(C(C)C)c1OCCN(C)C
27437,3.0,,c1ccccc1CN(C(=O)C(C)(C)C)C(C)C
27445,3.88,,O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2
27446,3.2,,c1cc(F)ccc1NC(=O)NC(=O)c2c(F)cccc2F
27448,1.67,,C1CNCCN1c2ccccc2OC
27451,5.48,,S=P(OCC)(SCCC)Oc1ccc(SC)cc1
27452,2.15,,c1cc(OCC)ccc1NC(=O)OC
27454,1.56,,C=C(C)C(=O)OC1C2C(=C)C(=O)OC2C3C(=C)C(=O)OCC3(C=C)C1
27462,2.02,,CC(=O)OCc1cc(OC)ccc1
27463,0.46,,O=C1CCC(=O)N1c2ccc(N(=O)(=O))cc2
27466,1.39,,c1ccc2cccnc2c1C#N
27468,0.47,,CN(C)C=CC#N
27469,3.77,,c1c2CCCc2ccc1OC(=O)C(c3ccccc3)C(=O)NC4C(=O)N5C(C(=O)O)C(C)(C)SC45
27474,3.82,,c1cc(Cl)cc(Cl)c1C(OCC=C)Cn2cncc2
27477,1.05,,Clc1cnc2N(CSP(=O)(OC)OC)C(=O)Oc2c1
27478,0.45,,Clc1ccccc1NC(=O)NN
27480,-0.02,,COC3(NC(=O)Cc1cccs1)C2SCC(=C(N2C3=O)C(O)=O)COC(N)=O
27500,1.73,,CC1=C(C)SSC1=O
27502,1.0,,C1=NC(N(=O)=O)=C(I)N1C
27504,0.21,25.0,C1(N(=O)=O)=C(OC)NC(C)=N1
27505,-0.09,25.0,O=N(C(N=C1C)=C(OC)N1C)=O
27515,5.47,,Clc1cc(Cl)c(c(Cl)c1)c2ccccc2
27516,6.09,,c1c(Cl)ccc(Cl)c1c2c(Cl)ccc(Cl)c2
27517,7.07,,Clc2c(cc(cc2Cl)Cl)c1cc(cc(c1Cl)Cl)Cl
27518,7.44,,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl
27519,8.68,,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
27520,1.37,,c1cc(C#N)ccc1NC(=O)C
27522,2.59,,C1CCCCN1CC(=O)Nc2cc(N(=O)(=O))ccc2
27531,0.72,,CC(=O)N(C)c2ccc(OC)cc2
27533,8.2,,Clc1c(Cl)c(Cl)c2Oc3cc(Cl)c(Cl)c(Cl)c3Oc2c1Cl
27534,2.19,,O=C1OC(C(C3C(O3)(C=CC(=O)C(CC(CC=O)C(OC2OC(CC(C2O)N(C)C)C)C(C(C1)O)C)C)C)C)CC
27536,1.99,,Clc1c(OC)cc(CC(C)=CC=CC(OC)C(O)(N3)CC(OC3(=O))C(C)C4C(O4)(C)C(OC(=O)C(C)N(C)C(=O)C)CC(=O)N5(C))cc15
27547,0.38,,c1cc(N)ccc1S(=O)(=O)c2c(N)cc(N)cc2
27548,3.91,,C1CCCCC1c2ccc(CC(=O)O)cc2
27562,1.61,,c1nc2ccc(N(=O)=O)c(N)c2cc1
27566,0.52,,C1=CCCN(NC(=O)C)C1
27579,0.05,,CCN1CCc2c(oc(n2)N)CC1
27580,0.92,,n1c(Cl)cnc(C#N)c1
27581,0.28,,n1c(Cl)cncc1C(=O)N
27582,0.13,,n1cc(C(=O)N)nc(OC)c1
27586,6.5,,Clc3c(c(c(c2c3Oc1c(cccc1Cl)O2)Cl)Cl)Cl
27587,1.72,,Cn1c(N)cc2ccccc12
27588,1.75,,c1c(C(=O)C)cc2C(c3ccccc3F)=NCC(=O)Nc2c1
27597,0.44,,N1=CNC(C(=O)OCC)=C1N=NN(C)C
27600,1.55,,CC(=O)Nc1ccc2cccnc2c1
27602,1.31,,c1ccc2c(N)onc2c1
27608,1.28,,c1(C)ccccc1N=C2NCCN2
27609,3.06,,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3
27611,3.2,,c1ccccc1c2ccc(C(=O)CCC(=O)O)cc2
27612,4.62,,S=P(OCC)(NC(C)CC)Oc1c(N(=O)(=O))ccc(C)c1
27613,6.39,,Brc1cc(Br)c(c(Br)c1)c2c(Br)cc(Br)cc2Br
27617,0.38,,N1CCNCC1C(=O)Nc2c(C)cccc2C
27632,2.02,,O=C1NC(=O)NC(=O)C1(CC)CC(C)C(C)C
27634,0.48,,N1CCNCC1C(=O)Nc2ccccc2
27636,0.26,,N1CCNCC1C(=O)Nc2ccccc2C
27638,0.83,,OC(c(cccc1)c1)C(N)C
27640,1.81,,c1ccccc1OCC(=O)N2CCCCC2
27642,3.1,,c1ccc2C(=O)C(CC=C(Cl)Cl)=C(O)C(=O)c2c1
27649,7.4,,Brc2c(cc(cc2Br)Oc1c(cc(c(c1)Br)Br)Br)Br
27652,2.63,,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(c4ncccn4)CC3
27661,5.33,,C1C2C(C)(C)Oc3cc(CCCCC)cc(O)c3C2C=C(CO)C1
27668,0.75,,CC(=O)Nc1c(C)c(C)c(O)cc1C
27673,1.9,,CN(C)C(=O)Nc1cc(C)cc(C)c1
27675,3.74,,ClC1C(Cl)C(Br)C(Cl)C(Cl)C1Cl
27676,3.81,,ClC1C(Cl)C(Br)C(Cl)C(Cl)C1Cl
27677,3.69,,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
27681,-0.1,,C1=CN=C(N(=O)=O)N1CCN2CCOCC2
27685,3.0,,c1c(Cl)cc(Cl)cc1N2C(=O)CN(C(=O)NC(C)C)C2(=O)
27686,4.03,,c1cc2N(CC(F)(F)F)C(=S)CN=C(c3c(F)cccc3)c2cc1Cl
27687,4.4,,c1ccccc1CSC(=O)N(C(C)CC)C(C)CC
27701,-1.85,,O=C(c2nn(cn2)C1(C(C(O)C(O1)(CO))(O)))N
27726,5.03,,c1c(Cl)c(Cl)c(Cl)cc1NN=C(C(#N))C(=O)OCC
27727,4.86,,c1c(OC(F)(F)C(F)(F)O2)c2ccc1NN=C(C(#N))C(=O)OC
27728,5.02,,c1c(C(F)(F)F)cc(C(F)(F)F)cc1NN=C(C(#N))C(=O)OC
27729,5.22,,c1c(Cl)c(Cl)c(Cl)cc1NN=C(C(#N))C(=O)OC
27730,5.31,,c1c(OC(F)(F)C(F)(F)O2)c2ccc1NN=C(C(#N))C(=O)C
27731,4.66,,c1cc(Cl)cc(C(F)(F)F)c1NN=C(C(#N))C(=O)OC
27732,4.66,,c1cc(Cl)c(Cl)cc1NN=C(C(#N))C(=O)OCC
27733,3.8,,c1cc(Cl)c(C(F)F)cc1NN=C(C(#N))C(=O)OC
27734,3.94,,c1ccc(Cl)cc1NN=C(C(#N))C(=O)OCC
27735,3.6,,c1ccc(Cl)cc1NN=C(C(#N))C(=O)OC
27736,2.81,,c1c(C(#N))ccc(C(#N))c1NN=C(C(#N))C(=O)OC
27737,2.59,,c1ccccc1NN=C(C(#N))C(=O)OC
27744,3.09,,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O
27746,5.16,,c1c(C(F)(F)F)cc(C(F)(F)F)cc1NN=C(C(#N))C(=O)OC
27747,5.15,,c1c(Cl)c(Cl)cc(Cl)c1NN=C(C(#N))C(=O)OC
27748,-2.28,,c1ccccc1c2ccn(I)(C)cc2
27752,1.47,,S1C(N)=NC(C)=C1C(=O)CCN(C)C
27771,-0.66,,C1=CC(=O)C(O)=CN1CCN
27774,2.73,,c1cc(OCC)ccc1C=CC(=O)C
27776,-1.48,,c1ncccc1C2CC(O)C(=O)N2C
27779,0.75,,c1cc(Cl)ccc1N2C(=O)C(NC(=O)C)=CC2=O
27781,1.37,,c1c(Br)cc2N=C(C)NS(=O)(=O)c2c1
27782,1.61,,CC1=Nc2ccc(I)cc2S(=O)(=O)N1
27783,1.25,,c1c(CC)cc2N=C(C)NS(=O)(=O)c2c1
27784,0.65,,CC1=Nc2ccc(cc2S(=O)(=O)N1)N(=O)=O
27785,0.63,,Clc1c(N)cc2N=C(C)NS(=O)(=O)c2c1
27786,0.53,,Clc1c(NC(=O)C)cc2N=C(C)NS(=O)(=O)c2c1
27787,1.81,,Clc1cc(I)c2N=C(C)NS(=O)(=O)c2c1
27788,2.04,,c1c(Cl)cc2N=C(CCC)NS(=O)(=O)c2c1
27789,2.0,,c1c(Cl)cc2N=C(C(C)C)NS(=O)(=O)c2c1
27790,2.35,,c1c(Cl)cc2N=C(CC(C)C)NS(=O)(=O)c2c1
27791,2.47,,Clc1ccc2N=C(C(C)CC)NS(=O)(=O)c2c1
27792,2.24,,Clc1ccc2N=C(C3CCC3)NS(=O)(=O)c2c1
27810,2.71,,Clc1ccc2N=C(CC(C)(C)C)NS(=O)(=O)c2c1
27811,1.68,,c1c(Cl)cc2N=C(CCl)NS(=O)(=O)c2c1
27812,1.96,,CC=CC1=Nc2cc(Cl)ccc2S(=O)(=O)N1
27813,1.12,,c1c(Cl)cc2N=C(COC)NS(=O)(=O)c2c1
27814,0.85,,Clc1cc(N(=O)(=O))c2N=C(C)NS(=O)(=O)c2c1
27815,0.32,,N(C)(C)S(=O)(=O)c1ccc2N=C(C)NS(=O)(=O)c2c1
27816,2.52,,Clc1ccc2N=C(CCCC)NS(=O)(=O)c2c1
27817,2.2,,O=S1(=O)NC(=Nc2ccccc21)C3CCCCC3
27818,1.69,,c1cc2S(=O)(=O)NC(C3=CCCC3)=Nc2cc1
27819,1.53,,c1cc2S(=O)(=O)NC(C3CC=CC3)=Nc2cc1
27820,2.05,,c1ccc2N=C(C3CC=CCC3)NS(=O)(=O)c2c1
27821,2.06,,c1ccc2N=C(C3C(C4)C=CC4C3)NS(=O)(=O)c2c1
27822,1.68,,c1ccc2N=C(c3cccs3)NS(=O)(=O)c2c1
27823,1.06,,c1ccc2N=C(c3ccco3)NS(=O)(=O)c2c1
27824,1.81,,c1c(Cl)cc2N=C(C(Cl)Cl)NS(=O)(=O)c2c1
27825,0.91,,c1c(Cl)cc2NC(N)=NS(=O)(=O)c2c1
27826,2.26,,c1c(Cl)cc2N=C(CSCC)NS(=O)(=O)c2c1
27828,2.7,,C2CCCCN2CC(=O)Nc1ccc(F)cc1
27830,1.88,,C(F)(F)(F)CN(CC)CC
27831,0.28,,c1c(O)c(O)ccc1CC(N)C(=O)OCC
27832,2.87,,Oc1ccccc1C(=O)Nc2ccccc2N(=O)(=O)
27833,5.49,,Oc1ccccc1C(=O)Nc2ccc(Cl)cc2Cl
27840,1.88,,COCCc1ccc(OCC(O)CNC(C)C)cc1
27841,0.16,,S1C(N(=O)=O)=CN=C1N=C2N(C)CC(O)CN2C
27842,1.82,,S1C(N(=O)=O)=CN=C1N=C2NC(C)CN2
27843,2.35,,N1(C)C(C)(C)CNC1=NC2=NC=C(N(=O)=O)S2
27844,0.74,,N1CC(O)CNC1=NC2=NC=C(N(=O)=O)S2
27845,4.09,,Oc1ccccc1C(=O)Nc2ccc(Cl)cc2N(=O)(=O)
27848,1.78,,CSC1=NCCN1c2ncc(N(=O)(=O))s2
27849,1.88,,CC(=O)OCCN1CCSC1=Nc2ncc(N(=O)(=O))s2
27871,1.71,,CC(=O)c1cc(NC(=O)CCC)ccc1OCC(O)CNC(C)C
27877,1.8,,N1=C2c3ccccc3ccC2=NN1c4cc(S(=O)(=O)O[Na])c(C=Cc5ccccc5)cc4
27879,3.6,,c1cc(C)ccc1NS(=O)(=O)C(F)(F)F
27880,1.8,,CN1C=CC=C1C(=O)OC
27888,4.86,,C1c2ccccc2CC1N(c3ccccc3)CCCN(CC)CC
27895,5.55,,Clc1ccc(Cl)c(c1)c2ccccc2Cl
27896,5.76,,Clc1ccc(c(Cl)c1)c2ccccc2Cl
27898,6.8,,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl
27906,1.27,,N1=C(c3ccccc3)NC(=O)C2=C1N=NN2
27907,1.84,,O=C(N(CC=C)CC=C)C(Cl)Cl
27908,2.84,,c1ccccc1C2=N(Cl)(c3ccccc3)N=C(Nc4ccccc4)S2
27909,-0.89,,O1C(O)C(NC(=O)N(C)N=O)C(O)C(O)C1CO
27910,-0.92,,O1C(O)C(NC(=O)N(C)N=O)C(O)C(O)C1CO
27914,1.85,,n1nc(SC)ccc1SC
27918,2.53,,c12NC=Cc1ccc(OCC)c2
27920,1.3,,c1c(Br)ccc(C=NNC(=N)N)c1
27923,0.03,,CC1=N(=O)ON=C1C(=O)N
27924,0.36,,CC1=NON(=O)=C1C(=O)N
27929,-0.61,,CC(C)C(NC(=O)C)C(=O)N
27930,1.07,,CCOC(=O)C(CC(C)C)NC(=O)CNC(=O)CNC(=O)CCCCSc1c2NC=Nc2ncn1
27933,4.64,,c1cc(Cl)c(C)c(Nc2ccccc2CC(=O)O)c1
27934,2.74,,n1ccccc1c2cc3ccccc3c(N)n2
27938,1.28,,n1c(OCC)cncc1
27940,2.99,,c1ccccc1C2=Cc3ccccc3NC2=O
